Price,Adj Close,Close,High,Low,Open,Volume
Ticker,FI,FI,FI,FI,FI,FI
Date,,,,,,
2000-01-03,6.354249954223633,6.354249954223633,6.385499954223633,6.166749954223633,6.364999771118164,4728000
2000-01-04,5.916749954223633,5.916749954223633,6.375,5.833250045776367,6.230000019073486,5572200
2000-01-05,6.328249931335449,6.328249931335449,6.395750045776367,5.895750045776367,5.917500019073486,5250600
2000-01-06,6.130249977111816,6.130249977111816,6.322999954223633,6.020750045776367,6.25,4112400
2000-01-07,6.179686069488525,6.179686069488525,6.3958330154418945,6.0208330154418945,6.1302080154418945,3054600
2000-01-10,6.34375,6.34375,6.416749954223633,6.229249954223633,6.34250020980835,4315800
2000-01-11,5.6875,5.6875,6.291749954223633,5.645750045776367,6.239999771118164,5004600
2000-01-12,5.9375,5.9375,5.979249954223633,5.708250045776367,5.708250045776367,5349600
2000-01-13,5.9895830154418945,5.9895830154418945,6.3333330154418945,5.9583330154418945,5.979166030883789,4372800
2000-01-14,6.072999954223633,6.072999954223633,6.375,6.041749954223633,6.375,7013400
2000-01-18,6.0,6.0,6.0625,5.895750045776367,6.0,5343600
2000-01-19,6.135499954223633,6.135499954223633,6.166749954223633,6.0,6.0625,5064600
2000-01-20,6.125,6.125,6.197999954223633,6.041749954223633,6.082499980926514,5478600
2000-01-21,5.947999954223633,5.947999954223633,6.177249908447266,5.916749954223633,6.167500019073486,9739800
2000-01-24,5.671750068664551,5.671750068664551,6.0,5.614749908447266,5.957499980926514,8083200
2000-01-25,5.947999954223633,5.947999954223633,6.0,5.604249954223633,5.6875,16414800
2000-01-26,5.84375,5.84375,6.041749954223633,5.8125,6.03249979019165,4674600
2000-01-27,5.802249908447266,5.802249908447266,5.895750045776367,5.760499954223633,5.855000019073486,3192000
2000-01-28,5.458250045776367,5.458250045776367,5.802249908447266,5.4375,5.792500019073486,5335200
2000-01-31,5.65625,5.65625,5.8125,5.458250045776367,5.480000019073486,6258600
2000-02-01,5.729249954223633,5.729249954223633,5.729249954223633,5.520750045776367,5.667500019073486,4817400
2000-02-02,6.0625,6.0625,6.270750045776367,5.708250045776367,5.730000019073486,6899400
2000-02-03,6.010499954223633,6.010499954223633,6.208250045776367,5.9375,6.114999771118164,6731400
2000-02-04,5.822999954223633,5.822999954223633,6.083250045776367,5.822999954223633,6.022500038146973,4045800
2000-02-07,5.84375,5.84375,5.875,5.802249908447266,5.855000019073486,3231600
2000-02-08,6.020750045776367,6.020750045776367,6.041749954223633,5.875,5.897500038146973,5328600
2000-02-09,5.833250045776367,5.833250045776367,6.041749954223633,5.791749954223633,6.0,4369800
2000-02-10,6.03125,6.03125,6.03125,5.791749954223633,5.897500038146973,3734400
2000-02-11,5.666749954223633,5.666749954223633,6.104249954223633,5.5625,6.03249979019165,4977000
2000-02-14,5.65625,5.65625,5.75,5.604249954223633,5.697500228881836,3025200
2000-02-15,5.510499954223633,5.510499954223633,5.666749954223633,5.395750045776367,5.647500038146973,5025000
2000-02-16,5.333250045776367,5.333250045776367,5.59375,5.166749954223633,5.480000019073486,5890800
2000-02-17,5.041749954223633,5.041749954223633,5.416749954223633,5.03125,5.34250020980835,8635800
2000-02-18,4.552249908447266,4.552249908447266,5.010499954223633,4.052249908447266,5.010000228881836,34001400
2000-02-22,4.65625,4.65625,5.020750045776367,4.552249908447266,4.5625,12378000
2000-02-23,4.729249954223633,4.729249954223633,4.729249954223633,4.479249954223633,4.625,9028200
2000-02-24,4.666749954223633,4.666749954223633,4.770750045776367,4.479249954223633,4.770750045776367,9739800
2000-02-25,4.6875,4.6875,4.71875,4.625,4.677499771118164,13707600
2000-02-28,3.979166030883789,3.979166030883789,4.6458330154418945,3.979166030883789,4.604166030883789,13497600
2000-02-29,4.541749954223633,4.541749954223633,4.614749908447266,4.489749908447266,4.542500019073486,11926800
2000-03-01,4.583250045776367,4.583250045776367,4.604249954223633,4.479249954223633,4.542500019073486,5245800
2000-03-02,4.427249908447266,4.427249908447266,4.5625,4.354249954223633,4.5625,4890600
2000-03-03,4.572999954223633,4.572999954223633,4.614749908447266,4.395750045776367,4.4375,7990800
2000-03-06,4.427249908447266,4.427249908447266,4.59375,4.416749954223633,4.59250020980835,8429400
2000-03-07,4.5,4.5,4.526000022888184,4.416749954223633,4.417500019073486,12684000
2000-03-08,4.822999954223633,4.822999954223633,5.0,4.5,4.5,9922200
2000-03-09,5.354249954223633,5.354249954223633,5.364749908447266,4.75,4.832499980926514,10399200
2000-03-10,5.6875,5.6875,5.729249954223633,5.34375,5.34375,10162800
2000-03-13,5.3125,5.3125,5.463500022888184,5.291749954223633,5.417500019073486,9006600
2000-03-14,5.354249954223633,5.354249954223633,5.541749954223633,5.28125,5.28249979019165,6334200
